"","x","y","Volume"
"1",0,0,1000
"2",0.0526315789473684,0,1000
"3",0.105263157894737,0,1000
"4",0.157894736842105,0,1000
"5",0.210526315789474,0,1000
"6",0.263157894736842,0,1000
"7",0.315789473684211,0,1000
"8",0.368421052631579,0,1000
"9",0.421052631578947,0,1000
"10",0.473684210526316,0,1000
"11",0.526315789473684,0,1000
"12",0.578947368421053,0,1000
"13",0.631578947368421,0,1000
"14",0.684210526315789,0,1000
"15",0.736842105263158,0,1000
"16",0.789473684210526,0,1000
"17",0.842105263157895,0,1000
"18",0.894736842105263,0,1000
"19",0.947368421052632,0,1000
"20",1,0,1000
"21",0,0.0526315789473684,1100
"22",0.0526315789473684,0.0526315789473684,1100
"23",0.105263157894737,0.0526315789473684,1100
"24",0.157894736842105,0.0526315789473684,1100
"25",0.210526315789474,0.0526315789473684,1100
"26",0.263157894736842,0.0526315789473684,1100
"27",0.315789473684211,0.0526315789473684,1100
"28",0.368421052631579,0.0526315789473684,1100
"29",0.421052631578947,0.0526315789473684,1100
"30",0.473684210526316,0.0526315789473684,1100
"31",0.526315789473684,0.0526315789473684,1100
"32",0.578947368421053,0.0526315789473684,1100
"33",0.631578947368421,0.0526315789473684,1100
"34",0.684210526315789,0.0526315789473684,1100
"35",0.736842105263158,0.0526315789473684,1100
"36",0.789473684210526,0.0526315789473684,1100
"37",0.842105263157895,0.0526315789473684,1100
"38",0.894736842105263,0.0526315789473684,1100
"39",0.947368421052632,0.0526315789473684,1100
"40",1,0.0526315789473684,1100
"41",0,0.105263157894737,1100
"42",0.0526315789473684,0.105263157894737,1100
"43",0.105263157894737,0.105263157894737,1100
"44",0.157894736842105,0.105263157894737,1100
"45",0.210526315789474,0.105263157894737,1100
"46",0.263157894736842,0.105263157894737,1100
"47",0.315789473684211,0.105263157894737,1100
"48",0.368421052631579,0.105263157894737,1100
"49",0.421052631578947,0.105263157894737,1100
"50",0.473684210526316,0.105263157894737,1100
"51",0.526315789473684,0.105263157894737,1100
"52",0.578947368421053,0.105263157894737,1100
"53",0.631578947368421,0.105263157894737,1100
"54",0.684210526315789,0.105263157894737,1100
"55",0.736842105263158,0.105263157894737,1100
"56",0.789473684210526,0.105263157894737,1100
"57",0.842105263157895,0.105263157894737,1100
"58",0.894736842105263,0.105263157894737,1100
"59",0.947368421052632,0.105263157894737,1100
"60",1,0.105263157894737,1100
"61",0,0.157894736842105,1100
"62",0.0526315789473684,0.157894736842105,1100
"63",0.105263157894737,0.157894736842105,1100
"64",0.157894736842105,0.157894736842105,1100
"65",0.210526315789474,0.157894736842105,1100
"66",0.263157894736842,0.157894736842105,1100
"67",0.315789473684211,0.157894736842105,1100
"68",0.368421052631579,0.157894736842105,1100
"69",0.421052631578947,0.157894736842105,1100
"70",0.473684210526316,0.157894736842105,1100
"71",0.526315789473684,0.157894736842105,1100
"72",0.578947368421053,0.157894736842105,1100
"73",0.631578947368421,0.157894736842105,1100
"74",0.684210526315789,0.157894736842105,1100
"75",0.736842105263158,0.157894736842105,1100
"76",0.789473684210526,0.157894736842105,1100
"77",0.842105263157895,0.157894736842105,1100
"78",0.894736842105263,0.157894736842105,1100
"79",0.947368421052632,0.157894736842105,1100
"80",1,0.157894736842105,1100
"81",0,0.210526315789474,1100
"82",0.0526315789473684,0.210526315789474,1100
"83",0.105263157894737,0.210526315789474,1100
"84",0.157894736842105,0.210526315789474,1100
