"x","y","xv","yv"
0.899471321376041,0.210991656174883,0.228374017789144,-0.973573473343868
0.0202707352582365,0.633232329273596,0.999488024443166,-0.0319951401731283
0.523361897328869,0.245657547842711,0.424904134652069,-0.905238353338819
0.151174754137173,0.360109150409698,0.922047078029483,-0.387077751746716
0.317388997646049,0.619080323493108,0.889868870927901,-0.456216387861618
0.42204590770416,0.881500975927338,0.901951544463726,-0.431837251102193
0.562284421175718,0.0153244764078408,0.0272438425386111,-0.999628817633691
0.684121424332261,0.133075836114585,0.190941864039972,-0.981601347063532
0.119790986878797,0.110305121401325,0.677380454174515,-0.735632870596691
0.822404139442369,0.084790738997981,0.102557417574318,-0.994727086240486
0.664639726281166,0.139365087496117,0.205222101345536,-0.97871542805829
0.0155337129253894,0.231732432963327,0.997760833867915,-0.0668828707458234
0.258229484548792,0.517014234792441,0.894619270022066,-0.446829231032601
0.970878944965079,0.0390347559005022,0.0401731283524853,-0.999192734040022
0.00327328220009804,0.701532653532922,0.999989114859729,-0.00466585062502516
0.210060010896996,0.576838359935209,0.939636057139886,-0.342175510699712
0.820516107138246,0.940896017942578,0.753674408640058,-0.65724796367966
0.199387486558408,0.640734720043838,0.954836570314945,-0.297131492759002
0.218923046952114,0.576179280178621,0.934797090822444,-0.355182205339591
0.749284455552697,0.275417003314942,0.345004704886084,-0.938600955468545
0.506236533401534,0.94528542808257,0.881544545970163,-0.472100850952695
0.950003766687587,0.240849377820268,0.245749884282228,-0.969333273118834
0.0634870640933514,0.671250949380919,0.995557076499302,-0.0941600097289893
0.176980620250106,0.380146976793185,0.90656778261392,-0.422060251061955
0.0977942261379212,0.568708634003997,0.985535166030669,-0.169471049199861
0.943203507456928,0.868233642075211,0.677261999519894,-0.73574192758488
0.373008854687214,0.737966649001464,0.892471376669189,-0.451104025504321
0.185756824444979,0.556492678355426,0.948550638284131,-0.316625467407105
0.261147136101499,0.521783516742289,0.894252052113588,-0.447563701935978
0.423040765803307,0.94112345087342,0.912089995247858,-0.40999004935335
0.941999616101384,0.241717123193666,0.248547818610714,-0.968619627027997
0.770272221183404,0.0503689926117659,0.0652517984765557,-0.997868830455975
0.822138699004427,0.41747470991686,0.452762389330049,-0.89163121233397
0.865054594585672,0.893722498556599,0.71853710968851,-0.695488621043135
0.845036847749725,0.928241500630975,0.739471633018331,-0.673187718219222
0.57179242442362,0.943582161562517,0.855228182911316,-0.518251633045385
0.848495790967718,0.33637702697888,0.36853536123361,-0.929613730277481
0.320594422984868,0.618648156523705,0.887863651811242,-0.460106656974669
0.229606806533411,0.105692568235099,0.418145388541142,-0.908380115393208
